Address,ADA Value
addr1q8avv7rkzg9m6wqarfhxnv3ccc6mt7m9dvf8vcgk7d6jm27y97m3puqkyvqkwprua9wu7vtzx5nsxmhlgl20ysdkpzgs3hdak9,508.86
addr1qyl34kpj4js576uusdy4d2ledlcfdyst7huswdlcvpm7cwkn6hng5se96enfwfzyk8uug6rsgykk6nquxckn3mhryzss7ahr6t,480.51
addr1q8cntjdlgvhmcnte7fmcx3glhch6nv22xtu0k8leeh8etmkuzc5ax98m2cg9a0yct5pwf2u25r3v084jy476c8he7ghsjdzh87,477.41
addr1q9za0jqy3m08qyhajsv09mrtq3h6053x3xqvuraemthfr9wr7uqrhzen96zsvdp6rcj2qt64sf3xj6p50j9dsj7ledcqk6nyhj,452.08
addr1q9yyrzv6tmdpa48x30wvv8qc0gc5s3rkdl2du74y3au229qsrqyzuq20qme97letkg0spexkxfma5wklt8n35edswjkqagrmdg,449.99
addr1qx09reh367quu863est54evxx2h5dl3a304msz2zn3qsg2m0tay9n7pz0hduge6dd7mesjtcaal0knwad2nht2ujmq9q52kaal,446.40
addr1q8s992xrtrrp49p8rlpj9a6a3xqkkmdmah8nfhcwlmldvclqy7as6q9vmnlecxlr099thgcahus0pktrqrs47ytxmg5shjh9u7,439.41
addr1q8hdcm460vf40nmxnsnl6hvsyfudyjy0hamz2e2apsutwpc6dqchz2egt2jf6wgfal5s9c4j0qunu8ug6xkl7hrang5sw4yv3p,438.00
addr1q9lalkdr4v65llwkmmy3g6vafqzh8nd3632wsrevklyaz39ylc7ucu0e2jcqc0jqhljqtj0lqu0exzutlw74xz9dzg6q7p92av,422.26
addr1q87p4g3j6edaf2jgf8ma9lmep85xhrvc8ks3fn2amt7alf4vl58ydueg86q74s62naw820yz79qvpu9chn8rj2at20hstlq2p9,413.12
addr1qy76wxplagsm0qsfkhmeqec6xwrp3tcz7x94aplpryltnn9sz4yn52qj6jhyu3zmras494w5lhk3g0fjc6aue4mact7sswj6an,408.16
addr1q85nfw9e92ky8yfv4rphxzky3szfkju6dkxk77cz4dqg4rvxewehwrsy4h4y3e6ed378f409wq29h2q5fq0rk5j30r8qv9q92y,391.89
addr1q99hjus8vk4cvf8x6pxceg64jgnqypp0qnttdm3dpy4d3pfq05z6crum6gx5nxvxvfpe8nq3fdf9h5segwnpjtvjsqsshxwxnx,391.02
addr1qxn9v30skuunt8s8243efneu20jppnkfvx88mdgy7ervkmn7y7fxstvc7wkgswkantwd4yqjt87v27mqe9eqe58nnmqsj3hqwk,375.53
addr1qy2qlwwvq4qklyzzt4uwd3l0lj0xdlzj8akyfzxqjrq927uf7zujppyjnnnus582nm8fv347nwe25wfqrnae4zmva84qanx0tl,361.85
addr1qx2he3wrdf2hck34t8ej7ugvy23na9dprck5f8l9tlm7f96q2j3t599sx3qergddpjn065h9clss2hvfx59dt760e2nq6gupal,361.58
addr1q8g57ns40nwhr6sgnph28s7m30xzt6smkvuw4tfngm3vfu8np6780d2hu0x2cfzmnea7m7e8yaqrqe38gkw8yvk0ulyskfucs3,351.01
addr1q8kjg7p5n4z59z5ghulfjtarwgwf8cqhjx3wsxes2kerncdcfff4cchhvweuvdtm7sdh2x3tjrmmazmqcxarm2y26dmsaxk39m,331.55
addr1qyp772czuk54yyeq409q47fjuc9qer9qet84v8d2dhw6vlz2axe7na0lwdl3lfkskpukjn7ya8vq9c54zcjxqxpussgqs0lvxm,327.26
addr1qywncqdz3dph7wk5ezqnv3e0c9fpywnjmy706fnqqf7fftv3z6ryqeszjh0ucekcvk4entw8nr8qrk7t0p39xwvajvrqv8jy7v,325.19
addr1q8ahfmmtgx3pgawrrf8n6xtu7ke6acw7ykfg4dcl2reayr2kfav8pve2m2n8x37hacyaqqcla8et9gne62ksphjs796q84lyaw,309.82
addr1q8l9ugvcuqn6f6q9tee2tesngq5q0wn7s4hy58tmmkl42665sl6tftmu93r0w7ugw9lap0jhg0a486r0yp6f36860lzqu94dxk,309.68
addr1q94m0jww6qms9tkuy6s4de23u5xgg53v3rv0r3v5m4ehn9nqk2l72j0mshg6ya8zfn0xjqzde8x7td4mpd3y6qcvjxtshv7n0r,307.07
addr1qym8fkjq9h9wcjv9x3vytuapvye9a8ujnymmvcvwu92059mx4uty83yrn2ttnqnhyjz4ahjwsr3wjqmec25lutg0c3gqsgsncw,302.43
addr1qx6s83tkvs0zvvfg8wrawlegr2pph9mvcmkc6a7kr5a0atzjc0v5gfejacza0pthtq2729nhcjyhtnlgzgc4g0f5xwpstppeuw,302.41
addr1qyzfu5plchzuchvpp8klp8wvt5y7w5flnklaha6yayj8jvm2ymz2m8j0wcdmyevj52uj57rj8xcek2ml7e6nuz92ym8qwf34cv,300.36
addr1q8vn7zezg2dpp0x2c90w5naz2tqf27y6r32tetvm5v82ua6lepk5ldrqedp3sgxxxf2svvq468p88v3emnn29gh8rqtsz9mpws,298.60
addr1qydrt2vzswwhrmv0ldvkezwf6yp5u89sjlar2w0yec2luhh06suk48ls0uk78htzhglv6cd7mcmdw6cksjceuwzexmzsttapet,292.62
addr1q884g5pqqfn5vnchajnafg37uryf979mdux5vjutt6aqcum2vkp9rks5zhwn2kn25yfnmp353x96adq6q50mvxwsnlqqqa5znp,291.50
addr1q8k7q25vupdrw2r4a5k3d73ltdqzrql5pxg943rfxs6s7659pphl4u5t9rmx8laxyzv0cvestr4dr7y6mjcn2xnc0t6sw7fjlr,282.81
addr1qxtzsjuymlxp8etc8jm4l7q7n8r0lnjpftqrvszzja59mhfchmjk5crcfs47r0xye5658rp32r60cp6krzrh0a0tfluq400lga,272.35
addr1q9uedfahqd76f6r2at9vxfsr6ys2l07uzv4dtdk2kvp5y8qc7mn0enq9hspx4glsglrdhut7ltpxtahxmg2463a2e4sspezjuq,267.20
addr1qyh28ywtg0pg0kv2ncwesspn8j5twnny2q93hkepewux8pdh8c8ugg0ryg7h7e6hmtf9lpjd3xgluxs8hsm6zyuyfnxqup035j,264.07
addr1qxsuapfxj8dchqgdynukmv2u6gh36cm0hespu4uadm27tn6mm87q8qgtsh954kd9yhvuvtsyjxex84z92grd84ka4n5q03fjne,261.26
addr1q85pk49037arvwnnda7dweswutalt2eu94qlevcyyd42jfqg438ncnke5ddyz3jrnhlpw0yh9jn5y7c7tpaufua586vs2sxgjx,256.28
addr1q99qhlgrynat2qgxcynp63pysayzjvvvsgt5cxu7q3nxw35n6xv8fp0sp9pg3cwfagmxad48qsmuwlywc2gzzdlm89sqge0356,254.52
addr1q9v0p028kx9hp9yfxytm54p5k4t408lufm098sdrpwjwpgmtlm4cmxma3xv7zkj02xlzyymr9g5zadm967j7ry7epcxq7vsgpk,254.36
addr1q99km3wgvmxj3ymy5c5jgvaydeqnglxt0p58a6jeg9ecry0yfdceutlsv20evsz8myu0cllwwr097ua6vrncp097p8msrz2ens,252.48
addr1q8lnrj6cnksgvqgat0mmkqw2n8cexw4335lf8rt7zxvzqqplh0njqu3tn6dfjj5x2c0ev42ncj2wxpvlptrcvu7qgh7qfjsv3w,237.92
addr1qy2xajpazgqhxfvz37zrhcxe2gclyn2qn53xf9wv3zlq9htytssj2tpqdna97w4epfwfknyf07knefcyq8dluaas09ysanyltl,229.62
addr1q8x0ryrlgvh7rs5rp3rswuzkppm0vlmslh9r48u9q6t5pw43sq6hy02c5s5tvkz90d27h26qdxdd8mwv6k6svvucccaszkp8gz,225.95
addr1q8p34ufd2p6w6nlnndzr6fnuc65kvrykna2wggqpphavp9m9aev524ncjxspptyt6nlxyfzur0h8s239560tpt5jf4cqlzp704,225.34
addr1qxg40dlsqfqa7qa25qmga0xttg89lrzvmvyqlhtrhmk0kyn2prypx22wfe3xrsehdc4kgu4xkkwm8qcmklu2ezyyj5kqlvegzd,218.40
addr1qxlq4zu2aajksg7prza7kn80s72qsadvzgyhmx5k3dpne0nl7q3gmr3hhwg9w6uvpjg2ddn49y43mnxgl5cw3x2japhs6mcpfc,208.96
addr1q8xe3n04xlcffjjajzmz98q338ms00kgwxedd244gx5j0cqh0a89julw7yxe7n3fd79cc6ll9whfvqx0gckjyc5959uqryl49q,199.81
addr1qyl4vxl64ayr50w8f49qzfzpcj6ur5vx3zxjlwk4ehyjgjv2hmdsvsu33jarwgpsv8t3espe34w2cms553793eqalgmq3cas2p,198.90
addr1qygwea8p76jjuw6ynzwp6eqqpt5zt9ypgwtxxusw7328xvlqtrkta08g74lze8d0wgugjfkyk5ulkax55zvrngsxqn6s5n0f6u,197.89
addr1q89aaf4nsnvpuzu0f8wvsltd265z7fzht3ac32rkkjg0wfequs3ts7s9thml5435fm95qe95ge9khavs6dahz9u9dc2q495emf,197.79
addr1qxdfdyyc526t0ykgtud4wrkwtzj246l5e2mxkqp7g9xmed42edwadrtuakyyqehzg78uqmasqj7fc826a4fe2xrc99gsm36zes,194.76
addr1qy2un0k0a5mq3t0lz5lu6y9ea5zh8tvmj2xw6vzkcu0pmgutvd5lzyrps8pr6jx0psawsy658s2dluuv7dagsnw54rjsy30plj,189.34
addr1q8527h0glznp3uvf58ehr24z39q5ehkgqvjjmjcz0lvlguwn8nl4nvcnt7250h5txwhwxu4e7ur5swp84jc7zcrtgsvqhnhs9r,183.22
addr1q8xkajn4sph8jxt2xj90qfxt8qctnjzmj5t2twfdxm22vvp9rmxwp4ugs34pru36p6z0smtetr0xxthqa3yu7ywkvf0qc0jx7y,183.00
addr1q94mt9x4rszhswhw6drjrwc62tw2xn6uz9k0z04atvxxzsv0x9u06fjhruxalddcl2mq492p6jqr2tlvc4qn4xctugkql9krz9,180.18
addr1qx6jdtvll9xra90w6vjfzw3szcq6lmk5pee0zjm70lprau9kjyyrkd223hktrpgsqjxj942htvcm5kg43x6rps60mausdqdly9,171.74
addr1qxhw2eq470swvrde0fgdaa0jjjtkyjht678ar5wymygzna809psc8c5mw5c5lvyg8ln62xus74lpvfan8vzk56hlkrqqq24yf2,168.33
addr1qyysqvf8tmhgy9slj6x2axvfsskhsuykl59nl88msrgdhtylqhj3gzp4whmzqejmt0vmhvjd3qh8n95t5nqtrdyplzlqwqjqes,167.31
addr1qxauzxzzlg84hlu0ets226lgc64m4rassnq8npvqvf934xt29d2dmz7xf3v8ujgt9xcwwu3l4mw7wjflycjssmju9wrsdnv2l5,166.45
addr1q98q5ngn9sz6y74hrscuw25f3cjfqz5n8cuc2nm0zj6pumw7l760vtfvtwmv7q2vqq08f0qq2u8e57090kvyw847uhuqkala35,164.37
addr1q9jq43jkdcarxzejr4phpf2xhydyljn9d6hx3vycjn3sjsrdtz3ld5ekku6s5wkn7kahyug3sxkgekn0jwe3j84wa66s7msj9v,157.41
addr1qxnk4usqr4x2ysgqy08h0j3wez5agcu79jvfnl6dkw4smpfmjuvjp3cl2erdylf8q9kyh4mg3cwwqgw5nzj08emc5vkssrjpp5,156.06
addr1qy0umlfe260el84pkmgzk9dnxqcnlp9yzjear6mmtxw848ps64luxdxc8etemrdn2cyfhd07msr6skctkv4rmejdp8qs9qjtj8,150.84
addr1qyem46u9vh6jmqj4r6ugfk8jd0c66l5rrpdqjaepzejrt3zdf7426uygqhm9g2cnfd9umfvfma5zmh0l9gd0zumyyl6s7tgu98,150.01
addr1qxvk52dz76kxyhzqge5kkwqn7h9ravfayq45t52sfgjmjzet5gcquguueq8fmdzahqy3grp29lrsgdsfymnfvqlgqstsa9g4c2,147.37
addr1qywj0nvp3qajk66r9evw5s8k9v0w68x3s7vlfys8yzkmzt46hzgcdc2ex9zhua30x05ywh5ttj3ulqfjhlx45mzlfwksqs4q9m,146.58
addr1q8hdlc357ffkgel3pqpw3n3cymv8vpune2tphxuflm6xzvmj006r3nn76z6y2ruqdtpnjndyuycjz9f8ljw2g6kpq0hsejt2yc,146.18
addr1q9jz9muvzchlx3ks2he7wxdgu4ztdgxfwver7pgqedst3fujryv622u3k23zz4alyf8ksvz8y4z8y7tgfq9yt8c6xa0s3s778y,144.98
addr1q9gajekwx4c4h2wj33lwt4ldcs3qmn9kynxuy3c99fyl3q6peu28p708syducwgrd8r4j3s2vv2pnvyjg40dvafe830q0nszjg,142.51
addr1qy0ghgua3j5sfs7palh2emz867hurux6jxxc4wgkkgytdv8ffhxkavtk8as5dm3n0lefxl6848x4km3r3hq7pu2nezdqwll89l,139.93
addr1q9rghu3khj30n3xjj3j6kzjkxd0fntfwjtjhv4s97kdv0c9rgsu0hmds6akclh8t32csxtmf3de9q3k6n6g4jfq0kgwsa3dwvm,139.09
addr1q9ck5xd77zr43r0k2fgrsqw63ad77qzl7t50u434v2xmn0f6erxluate43at5y2l023q5scg5yvfwcq9w6ma2fhpky0s94j72r,139.07
addr1qyadpydfu4qzqe2hcaq4p97g8jcpjgke5qse9vf2q683wmf50t5dy537mpfhn7utdw9uvsertcg0zmv5drea8tfz6scqcdlx54,138.82
addr1q8nt9kfv436l95u2mtvtcrkmu3gle036n7zp9y4ttqc9gvl6hw65v2yklljpw2llgfdakfrzaqqzf40nrx37zr306zfqzhqatz,134.34
addr1qyz0wwrzsf9esdwz4aw0cpyv3azhla9kzccvx7l45ktvmqveg66masw4zx58cfm05yh7kxu0v8pkn48x09jeqm750adsjx5c3y,133.15
addr1q9vemw4f9uzpa9cp0w0kelmu7v8hlrkhk9nt69gyefm0yxs5huqxxnps4cunefusnc8sc0tje0m2fyudnle5eqlnwjlq6p6uzc,131.65
addr1qxq4kdxa6ge3hx65zpkjv5z7a5zewg9qe5hc49nary08fqq6p64vr0z6h33m9lu9cyd94zsn29y5kv0gy0m0f3zueh7s2q2a5k,128.20
addr1q9g5dug46y6q398apyspayqc2uwleg5m7c2937glzmj4paxggzpvyh9r33wc5rz2etkm508ywf53g2q6et9xcfe0h2eq8hzvmr,127.51
addr1q9w2ap6lgj0cyewssfw4t40wreedm2t47xuyafx8lmfuljyn47rj9g9fgce3nq9g7k7krdh9a02klv4rj266d3lf69nqtaxuj8,127.12
addr1qx0s0p3wsflyuh73n0a6m089yve87wwmumwg6lucshx835vvhuwg80822x0j7fp95ed0cvefqlantutxxpj5jgqp06sqmj3dwq,125.50
addr1qyqmlavtlzysvdqnm0e0a36lw06v6hqrju7dmu50p8rgzsxk0g82tdnp9hzfesamgrl564kcxzvklj4zfefy5ra45z9sqkdayw,121.36
addr1q8qpxfzuat6lvurwf0a3chmkvagjwn7jjgjv3cak66l3n0rt85wr0et4swrx45gejtdurn5cksgdzuhs3esd9hevywgs89x4j3,119.08
addr1qyz8ynk79rw7fru0xrej7df25g9kcz8h9gtcdpre7v0grhqwmeslca3n5hjy03rjknh3lgahlnv9wepv4twu4x34qevq6xd9ay,119.00
addr1qyavx8j9rcfxxn9x0h7kya909fcdahglsnzutx6us8lacnkm3sefel3kplxhn7ey2zd8xzyx49zgsgcfflm3cyvamr9stpzlaa,118.48
addr1q9wxd0j99h4dk40rwq70yw020hfgzngcqdsv5ta2rq3ca5n7470v2ssgzt33pmvdqx8ajyv0vx5j0y865llplqhy9nqs7tc6lw,117.88
addr1qx7fdrqm2yntnnzfh0pyvg6jxxtsl292kn6xkwzvsuc57y2ktesgg8d5zmkh3eht25es89la20e63xp2tp7aah5z8pgqh808fn,117.25
addr1q8ep33km4kfscgmnvpq0mvvy379wumqlqjcqdca2uyn347z4rpmw8a680erlm39zc54wu3h06u92lu9dqkld4cqctheqe2q2l4,116.98
addr1q9t2fphu3knu0ujfparzf5s4ge8he4ug3qwvqduyz86unj34jkjajztxv63xesru6htkwuqlanudmuchuttg48qtdlds908ljl,115.39
addr1q9w7sfarjx5nhnragcku2djqzh634xndrgrjmw6sgewney8z8drkk2ntsauxjtsyemvjq28nk5va8h90c7390zpfj2gs84k0nw,113.60
addr1qxtmtwt73pl35r537ljk9xu0xz4evmdwzcqpaz75nuqtjt5sjuyxga8tez99uan2kpws62tey7l0x4e3rgulc326zc3slfj38l,109.45
addr1q925p3978y652fw8jpunr8g754qj5vh2u4le7ecm648q5vp4w96lehwhnj0kmdhq3l4jzgw86dhgsj77hqdmaadg0wysc486tf,103.12
addr1qypxts2j0a6kjltpl2wxp8h99j47msemzyu4c2gh04cwr9zwy8m8lp9kj0t6pztwthwvhskkmjuuv96aqczpcx905arsjdf8hl,99.65
addr1qytuur074p2077uemvj9k87zj0wntfsw622q4e55v8uz5829e9hkvm5ax4wr0s2pshajqzghu2v4x24ad3zkc96a80vst5d7xn,99.10
addr1q907y39z4hlt0a6jp47uahm9xll2xmzzawhw95yqxh0n5shlnaseh98ms72tqf55vqt6j7vjy79v7t0f2y7w3v627nvsdt4g4y,97.88
addr1q8mv732d0q7vzqcx6hw6waqsxhxcncurjsuyye6k3gmwh3fglqsfmysp3zzxckzy55mtthfy0kgwy5myaz585xklqghsfvq4ed,97.33
addr1qys72c6wtydpxnmnugcad3szrxc6gx6mlmxxcrkghgk4se6298nglwd8y24daqvd90gt044p88dyp808f863hmxghvhq56lrys,96.26
addr1q9ttkuefk4rzgq9kgjlwhju4tfwvph35pvfxnpukjjhpk86g348309vwjmkhumwwlw7eeunewz7m7xkvcc3d75n4nvwq2gkaed,96.20
addr1qyesuvk88jxcp3w6hfvrprqf6099k73tekp33lddlvdg29d0fmm6c98jkmly6xhg7my9a5u4u9vu2h87mftn4n397ayqtq3e9w,95.92
addr1q99l9cclx07gyfe8866ypsj49ahzgcu454mce37zwyz8nvz5qypd9c3zfnwr4p4f2zmvqu9lg9thuer4smu0ssrsu3mq0azdh9,90.87
addr1qxytgglem9h70yy832lj9hrguhaf8qw3g3fe3mh377a6u2pg9dgkl2ytujygk5qh5358yj0nrxcuaq6v784vjscv902qfjxw9s,89.33
addr1qy2nwxlvlp8xyrrxf32s9h9y6k8vzl5nsunphek848vmw6a72hj42uw5uwzt7uua4j43a3tcqfcd88h7whwxsf4hc2asfjwuhr,87.03
addr1qyh7gsgfkhxhjtrdp6n9049j8zvd9cvp2sp0auvvvaw2dznuer3gxqyqdhk2cjkmt7za7uhuqmvv9549v0mfp8j0sstsgrat6z,86.75
addr1q88qvemjps6nq8mvuvpchfs47yh8kp8vk23snvxntpygp4h674ymdycnpwzsx2w8h0prl724s4shhxm7fgw7vj0qv9qq0xcu3q,83.57
addr1q88qeky9stht62ghj9ynxzurkceyy6fe70xrhkjwgu0v49p5wjljnf88sj5dagxcrkra68s83q0snhwd87z4ygn32juq5y5rad,83.06
addr1q8pgywgqtx6n3r3868r6uteu2sw39nc2wvf5npdxk4sa53xq2pzsxa7tfhadz7g4gmajzmj8hrmcc8ngdskfw0x63j2s0m9ws2,80.81
addr1q9za7cu6hsnzfcm3msfkw0rp7mk79cpz6cu30uq4aer8kwegc849xm0scaf5eswy3zz7v2h5x3kgs2h349ln5uyxc7as3gyz4l,78.66
addr1qxxhx74r0u50h693w982fd7pwkjawnlpvrd0gj2ky0dnz6s5lfgj8ctnj8yyc0ldaqvk9c7x0qjq6fwya8kl9h3zl2sqz6cwwf,78.41
addr1q8pxl4hzkjz3l7ngulllxjphau8f6dpdccs7mqv7ttngnpjwzzm23m2jc6azt9qucgf8jy4a7hx36dhk6sfkkhqnrlyq6ld6hy,76.81
addr1qydvkrtj3lkwm040zntx5ualycwldzyxlqdfehqpugucqhcm60w7f500y683t8zq9x98ut9e3w340akwhlqj68rf5cyqdsmnaa,76.16
addr1qynf74r5yxwhe293x0f33z0sv78hnarhekrek87f4eqhr6m6zrqa2u68m8ye45j76r67gfhnfsw7tfhc234s637k97dsyw0tne,75.36
addr1qx88nv4awpeckt8fsn5p7z68gha0xd7wqrny4k0cjug7me2q702flup5n29c7anxy32dhj2k2t6msh6aklnf2m4d05lq8ukh3n,75.07
addr1q92eumjn3dngezhswhpjvr3ud8zprrsrcpjn38amvyx4ug6ffgjq2cffhupwl5efufesurnwad2wt0ufkdk8aj43pggssxxjdq,73.33
addr1qyengs6ag4uvjjua88f9ukr82fljy52mu2uuceuy5rw8vf67lttkup5dt7m9el2r4sra3utzl6ydchxxz0az0xamcj5sl2wv3s,72.45
addr1qx87ykpszqjrgyat08dr8snp0lc0yyw3ayazputjpn4wfcyv8yxjkhaxld8ak4nwydgv3fh4gswxwg3vszxpjzz3d4ss305qtk,70.11
addr1q8dr7f6qa2vdmfjkd6c22qrfu22ylunegh2mqjn66l6c92rcrtp3ncsf0yj2vzdx2fsv0z88ku09cfe2s30ulmuh825qwpkwpr,68.29
addr1qy6nzaadw8xm6kvjflhze2r6ap05tp263tt9c2f536yv8x9rqtrxd7t5y04gh00uep5rzy9w5x0lg72p6nc8h0g2s4wql4dsfd,68.12
addr1qysq4nq3xfpyhmu83cxsga4aef2tp2hhythzsf3vtj0vcryqwky3czmnk8en7wjcpq08cts5quxvya2pk79ghfjp4y0srsvzke,67.34
addr1q88jy7tkw2xnmprns85c27z20z7u40n8k9ff48c8a66dvmyd0jdmxn70x7htmg32ahcrz8fqlzz8c4e375juekh30a7s89g8ur,66.50
addr1q8mqtwwk8ug2kuv223ej8yrern5zfw4xn44nu4ee4e874sghzukmuv9yvc5srxgp0svs3cnqqpzy683u5cyt62u2x7zqc88xcp,64.40
addr1q8exgretnhv8uxxzyt6jcf2c0drnueuvma4tdpncxa2ll72s5sm4xjlfvap4gf2xt6a5x5lj3w592vxu7gr4aj2f4tws7hz52n,62.67
addr1qyzmnqwdey28jp5800p0euwykmwgrvpgwyx7ge6adghje5vp9wqnyrjg3tp2wc62qumj4dc093x74c67aa9nrtfrxjgqqh2yx7,61.90
addr1qxn78t2lk47r2z6gq24lj0l99zhuptny4d6clm89smth787d8x54znpgrwdawls5u3zrh8w9r4aa7stnwsw02a028z0qmyhszq,59.80
addr1q8xqag2ry9e6txrcjy8urly238yyytmxwk6sun5yq0m3mlw9mesvaxluvf89dnt06quc27m5ttfru9x07jgm4ngu0x7sfpqnhj,58.92
addr1q8r5ka5pq7num4sucydj49stskkxklunxw38fj7fd90wu5udtjeen0gr9xszx0q4tv4v5hqgfrhtlylkdqdtf7dufdesrdjluz,58.48
addr1qytxfv3uz3pu4y837c884jz63s8r6g72pnlh4ymp8dgy7p7c9g45yd68cjsvww46j8v45u05lzknv8wm7ae2lv35tmast0zzcr,57.48
addr1qyeyqledqfw5wk20q7pnwt7vzsrlfq7zwh8slte0jhtw9m2alje5ye2u6guajl55hecy3mpdend0n4x02lpejq4802hsy4v2el,57.37
addr1q8y5dpx2n3yv2fq6xfm5acdkkng47yc53vv0cxx25k9dpc39e2a3wem68cuvcxgdu0q3a6tld6hc5yhd98ev5dfd0mgqueyrhm,57.09
addr1qxammuzurlt4rdmvwjwwlkr0f470ck20fh663907kageq82vkz2dpwc5cfrcgq0efp5lge78sdyl29svmuagj3c6cceqg0f8xn,56.89
addr1q9yuy7e2w09lh3k95yjrz9fpjt22wqnxkg6d9adgg00haj89x7vh4hccfatx4pjttynyu9dxffxx2lkwgc028v2w5gfql97726,56.87
addr1qyckzdlwux8fx44elpyj566udvmlkwkwlyaj0vp4xp33zff3q6pgy3uvwp53ypmwr0ze0uwclpjssjzz4p8jqmzfn0gs6y3w6g,56.70
addr1qxczncasym8lmklevekzevqmg0c5fg0plcj6m6w6npfd0xefnc3xytmzfakkl0gs8xwueazpe964730w6dpfqgr2lm3scvcx20,56.20
addr1qymslgq6x9r6kk8s0tam62chydkuy7ez66gt9lk9355wwxwy0t098xk2ets0c4ch2wyep4u3hlpc88wdle0lzc37neuq7y6mgh,51.76
addr1q8vx5ndlemllkuqk0quthv9xr98hxmx6xjqyx42xly40s3t4wl5z72qve8c5e2xfn4kjrs9dgdp0hyn55969xwe6drhsep0az2,51.61
addr1q9lznavzw5lzwd2wwlhhuptc7qxyfrshl8c2qtfj84dk635jtxk20m0ygp0gjplnkcutzuxhm9www9kztc54vlecqqwsalrxsc,51.11
addr1qxw7lmxc5erlk4q6v0msg8254wxptpt748m358egj30tpmk7hamyfq0kfa7au7tlhd9wauh834gmvkrvfdhmjeedzx6qhr9s87,48.83
addr1qxm5ls50mr6lap3xq2r8x8g8dw4nkl97hqzz63hawq7d2h3vye7f2m3leksa8ee7z3t5ysxzmp969xd7guq602737pqqrpmnjz,48.70
addr1qygfwq57vefrp8tslpm5fwyk7shdm4vehlj2qza0p02chfn4wu9rsj6hyky6p883zgc6rfs8jaak2y8pt3wnfg5gfq6s5chdqa,46.09
addr1q9gwd8cr4em2zkj9vn70495886zp9z2zjd2pawae47y7mumzjszpu9kjmy0scx9urxqx07w5l7p3v5wszkhj2mju0ets77kxxp,45.89
addr1q8scqq0nwv3sffw09l8t40t3vmp04pu3u3s77kh5g22p8qqe8u7t4dcrfl8nf0muqfy64dlunpx6tarepq0zczvynf0qc86w4q,45.76
addr1qxqjd4m7y6m03x623mqr9qcwsyvcc6r62wz6y9wtw5qreetjtxwee75kf440gkwa5ttsfl5x4uzgtpgyw8pyrpjqq2cq0t0z5e,45.71
addr1qxxqr7aj0m3cru0es9sf6eyjq727n2xs3egaxx8q0qha56q06nsjdd5xkm9q0nlpf6nqz5upe325y668plp7wts67tdq4u9pt0,45.67
addr1q9kcjtcup0sefxl2efmwctkhaqw5gck2l6cv4lvemf38r0dqvcvmt56up7a6w63ydmu035h7fzgkmmadg72xtqxhj98qmw4e3d,42.95
