Address,ADA Value
addr1qy0ufhap8a8cmlsqg7m6pe2v56e2zgfpv22n7eu0tktq6squefcpsu7jrke430309r8axe0yk6pl8vd77gg09mq4wv7shuxx2r,19.68
addr1q8vx5ndlemllkuqk0quthv9xr98hxmx6xjqyx42xly40s3t4wl5z72qve8c5e2xfn4kjrs9dgdp0hyn55969xwe6drhsep0az2,19.35
addr1q9kcjtcup0sefxl2efmwctkhaqw5gck2l6cv4lvemf38r0dqvcvmt56up7a6w63ydmu035h7fzgkmmadg72xtqxhj98qmw4e3d,19.34
addr1q9j2jdud6sh39rdzpek3ka4rg635fjw7myc9vpv9hsu8rzjzmqu3xcsefy6m7amr5azmwyrqjjevveazzkd7dk8hvlmqcjug23,19.11
addr1qy7t7s454l8c0hpsn5eu7nw45yakadv4555ujkvz6jfps6xnd22am0vjweays8jut0lmhndylzmtwk0und0h7evhhykqqqyyqr,19.11
addr1q9k7hkrcae4l72q36v97mtveafgw340w9v6yd83sm8r743ha4rfpmk2h58x5xu2c3t7uwrl9t0mvm6u6a3epucws7r8s0aepck,18.70
addr1qxleuw4phlvxuys83v0tyskaak0k4s6zjl20sypdkzzkqlwdkgx9emtaa6h0lmfrupgns0drwewsmz2n82j79g3204sqyv53tw,18.56
addr1qx5ljtcfsmtxppt5ha0yxpqqrexd0gcyx3d9y7jg03vsp7nex54lnudj3j4andjvma7xqsyamxh0tmazdhmdae40nvpqzjwxvm,18.36
addr1qyxwqlr2mgge2264gfts0r6f3yzftjfk0ukgtzvhmn9qfu908pp9gkca6mpu8sey6z6flk0cl4sfh9gtyv32ll0v0gdq84jlsf,18.36
addr1q8y5dpx2n3yv2fq6xfm5acdkkng47yc53vv0cxx25k9dpc39e2a3wem68cuvcxgdu0q3a6tld6hc5yhd98ev5dfd0mgqueyrhm,17.88
addr1q92eumjn3dngezhswhpjvr3ud8zprrsrcpjn38amvyx4ug6ffgjq2cffhupwl5efufesurnwad2wt0ufkdk8aj43pggssxxjdq,17.65
addr1qx6dcfw6l4aj4xc3zn485uehy7wmhawfy76mlna5yzrehvyezhzy60xwutftagxkqkxvp0qq50ushrgdy3fph872axwqye2uwe,17.63
addr1qxxqr7aj0m3cru0es9sf6eyjq727n2xs3egaxx8q0qha56q06nsjdd5xkm9q0nlpf6nqz5upe325y668plp7wts67tdq4u9pt0,17.22
addr1qyzmnqwdey28jp5800p0euwykmwgrvpgwyx7ge6adghje5vp9wqnyrjg3tp2wc62qumj4dc093x74c67aa9nrtfrxjgqqh2yx7,16.75
