Address,ADA Value
addr1q8l9ugvcuqn6f6q9tee2tesngq5q0wn7s4hy58tmmkl42665sl6tftmu93r0w7ugw9lap0jhg0a486r0yp6f36860lzqu94dxk,229.47
addr1qxsuapfxj8dchqgdynukmv2u6gh36cm0hespu4uadm27tn6mm87q8qgtsh954kd9yhvuvtsyjxex84z92grd84ka4n5q03fjne,228.37
addr1q99km3wgvmxj3ymy5c5jgvaydeqnglxt0p58a6jeg9ecry0yfdceutlsv20evsz8myu0cllwwr097ua6vrncp097p8msrz2ens,216.48
addr1q85nfw9e92ky8yfv4rphxzky3szfkju6dkxk77cz4dqg4rvxewehwrsy4h4y3e6ed378f409wq29h2q5fq0rk5j30r8qv9q92y,213.62
addr1qywncqdz3dph7wk5ezqnv3e0c9fpywnjmy706fnqqf7fftv3z6ryqeszjh0ucekcvk4entw8nr8qrk7t0p39xwvajvrqv8jy7v,209.95
addr1qyh28ywtg0pg0kv2ncwesspn8j5twnny2q93hkepewux8pdh8c8ugg0ryg7h7e6hmtf9lpjd3xgluxs8hsm6zyuyfnxqup035j,205.44
addr1qyfdn9mg3r83ztj55l07n4xl7nsrjev2jtp39elpp6xk42lwhwt3edwp2l7j5zafesrpxvllyglkxmu8rh59g33af76q2xyz7z,204.26
addr1qxtzsjuymlxp8etc8jm4l7q7n8r0lnjpftqrvszzja59mhfchmjk5crcfs47r0xye5658rp32r60cp6krzrh0a0tfluq400lga,193.22
addr1q99qhlgrynat2qgxcynp63pysayzjvvvsgt5cxu7q3nxw35n6xv8fp0sp9pg3cwfagmxad48qsmuwlywc2gzzdlm89sqge0356,178.10
addr1qy2qlwwvq4qklyzzt4uwd3l0lj0xdlzj8akyfzxqjrq927uf7zujppyjnnnus582nm8fv347nwe25wfqrnae4zmva84qanx0tl,177.88
addr1q8cntjdlgvhmcnte7fmcx3glhch6nv22xtu0k8leeh8etmkuzc5ax98m2cg9a0yct5pwf2u25r3v084jy476c8he7ghsjdzh87,169.18
addr1q89aaf4nsnvpuzu0f8wvsltd265z7fzht3ac32rkkjg0wfequs3ts7s9thml5435fm95qe95ge9khavs6dahz9u9dc2q495emf,164.22
addr1qx6jdtvll9xra90w6vjfzw3szcq6lmk5pee0zjm70lprau9kjyyrkd223hktrpgsqjxj942htvcm5kg43x6rps60mausdqdly9,154.55
addr1q8x0ryrlgvh7rs5rp3rswuzkppm0vlmslh9r48u9q6t5pw43sq6hy02c5s5tvkz90d27h26qdxdd8mwv6k6svvucccaszkp8gz,151.85
addr1q8nt9kfv436l95u2mtvtcrkmu3gle036n7zp9y4ttqc9gvl6hw65v2yklljpw2llgfdakfrzaqqzf40nrx37zr306zfqzhqatz,150.29
addr1qydrt2vzswwhrmv0ldvkezwf6yp5u89sjlar2w0yec2luhh06suk48ls0uk78htzhglv6cd7mcmdw6cksjceuwzexmzsttapet,146.50
addr1qxauzxzzlg84hlu0ets226lgc64m4rassnq8npvqvf934xt29d2dmz7xf3v8ujgt9xcwwu3l4mw7wjflycjssmju9wrsdnv2l5,146.05
addr1qywuvcn0y8aj65p2m9p4rv4r9s9kyrh0gyqtphzamgtyhxkyh7jr4e2mmmfml7qeelvekeu08sv5z3wfhnzn6p3uzk9sxk8wf6,145.95
addr1q8p34ufd2p6w6nlnndzr6fnuc65kvrykna2wggqpphavp9m9aev524ncjxspptyt6nlxyfzur0h8s239560tpt5jf4cqlzp704,137.04
addr1qx828ulad2nwrtj3ax0al50tluem6qz9m60dm3nmy8ndyfcazp94jx745vl8w58lgqrha4xurywr74486vm2443ew4qsgg6n6n,134.62
addr1qyysqvf8tmhgy9slj6x2axvfsskhsuykl59nl88msrgdhtylqhj3gzp4whmzqejmt0vmhvjd3qh8n95t5nqtrdyplzlqwqjqes,126.29
addr1qxytgglem9h70yy832lj9hrguhaf8qw3g3fe3mh377a6u2pg9dgkl2ytujygk5qh5358yj0nrxcuaq6v784vjscv902qfjxw9s,116.14
addr1qx2qezcpw0yva0ekeflhxnuravuyd2tl7hzxj92s3f4k9yw9s85tl8q4xazkmwxccudldrrmh5pn7z5zqaz6thz2tcps5ec02v,115.18
addr1q8lnrj6cnksgvqgat0mmkqw2n8cexw4335lf8rt7zxvzqqplh0njqu3tn6dfjj5x2c0ev42ncj2wxpvlptrcvu7qgh7qfjsv3w,113.19
addr1q83ush0jpj5q46qee853h95m0wsha09cqzfzeheecx084mxlap88ekqdy8qslf7qgqgdghtf5acg5p8aguzm0p4p2yrqz7u7d7,112.31
addr1qy76wxplagsm0qsfkhmeqec6xwrp3tcz7x94aplpryltnn9sz4yn52qj6jhyu3zmras494w5lhk3g0fjc6aue4mact7sswj6an,111.95
addr1qxz767yrzsl6lv8t9dhwjrp0aj07p9gdagtyw2zqxudg4wz979f0zyprwpjpjjc26ak863wl0c6l4smtqwgljgrh32nszlk7uy,111.92
addr1q925p3978y652fw8jpunr8g754qj5vh2u4le7ecm648q5vp4w96lehwhnj0kmdhq3l4jzgw86dhgsj77hqdmaadg0wysc486tf,111.26
addr1q9rghu3khj30n3xjj3j6kzjkxd0fntfwjtjhv4s97kdv0c9rgsu0hmds6akclh8t32csxtmf3de9q3k6n6g4jfq0kgwsa3dwvm,110.04
addr1qy94dqyp04lnr4t0d4leny6z08wugp7dsd8xepyw8u6q459g9tnvmgqdzstfph6p8sv5m9mklc6s3pwncr9jke3ck26q8g373l,109.57
addr1qxtwyrcnme0kg88h90xg4yd7x7rkafq6nv9yazt8qc6qgl78rvyyvxfgmnfdc0hmn5feherrjyrf84sxxc4ch7u9p27sf0e4a5,106.35
addr1qytxfv3uz3pu4y837c884jz63s8r6g72pnlh4ymp8dgy7p7c9g45yd68cjsvww46j8v45u05lzknv8wm7ae2lv35tmast0zzcr,104.60
addr1qyz0wwrzsf9esdwz4aw0cpyv3azhla9kzccvx7l45ktvmqveg66masw4zx58cfm05yh7kxu0v8pkn48x09jeqm750adsjx5c3y,103.63
addr1qy0t72zmdr3hrm3r95qmvrdwrfe7j6fw7ny530lmz42q4a5az8qjzz508gh4qr8s0r97srm69lhwjhlq69mjkwst428q8dd6ws,100.52
addr1qyz8ynk79rw7fru0xrej7df25g9kcz8h9gtcdpre7v0grhqwmeslca3n5hjy03rjknh3lgahlnv9wepv4twu4x34qevq6xd9ay,99.18
addr1qxq4kdxa6ge3hx65zpkjv5z7a5zewg9qe5hc49nary08fqq6p64vr0z6h33m9lu9cyd94zsn29y5kv0gy0m0f3zueh7s2q2a5k,99.09
addr1q8xe3n04xlcffjjajzmz98q338ms00kgwxedd244gx5j0cqh0a89julw7yxe7n3fd79cc6ll9whfvqx0gckjyc5959uqryl49q,98.68
addr1q884g5pqqfn5vnchajnafg37uryf979mdux5vjutt6aqcum2vkp9rks5zhwn2kn25yfnmp353x96adq6q50mvxwsnlqqqa5znp,93.41
addr1q8xkajn4sph8jxt2xj90qfxt8qctnjzmj5t2twfdxm22vvp9rmxwp4ugs34pru36p6z0smtetr0xxthqa3yu7ywkvf0qc0jx7y,89.62
addr1qyqmlavtlzysvdqnm0e0a36lw06v6hqrju7dmu50p8rgzsxk0g82tdnp9hzfesamgrl564kcxzvklj4zfefy5ra45z9sqkdayw,87.04
addr1q8fvw3vccuhm9gpk7hsk0z9cfl7pv820wdpfgq2jmw9c7q4w9p3x34q8fdtfzsqdz8rge7vz8ldyv3mjn389q75jehqqcz90l4,85.25
addr1q9ck5xd77zr43r0k2fgrsqw63ad77qzl7t50u434v2xmn0f6erxluate43at5y2l023q5scg5yvfwcq9w6ma2fhpky0s94j72r,84.05
addr1qywj0nvp3qajk66r9evw5s8k9v0w68x3s7vlfys8yzkmzt46hzgcdc2ex9zhua30x05ywh5ttj3ulqfjhlx45mzlfwksqs4q9m,82.91
addr1q99l9cclx07gyfe8866ypsj49ahzgcu454mce37zwyz8nvz5qypd9c3zfnwr4p4f2zmvqu9lg9thuer4smu0ssrsu3mq0azdh9,82.07
addr1qyckzdlwux8fx44elpyj566udvmlkwkwlyaj0vp4xp33zff3q6pgy3uvwp53ypmwr0ze0uwclpjssjzz4p8jqmzfn0gs6y3w6g,78.89
addr1q98d2cqggjr26m4ydwgya8ngltex2jdef4kvffw72e58z5urj9pl0jhp6pq9q9nymwp7pqh44258rzzwmkks8zhr98vslzjxd3,74.84
addr1q9ttkuefk4rzgq9kgjlwhju4tfwvph35pvfxnpukjjhpk86g348309vwjmkhumwwlw7eeunewz7m7xkvcc3d75n4nvwq2gkaed,72.63
addr1q85pk49037arvwnnda7dweswutalt2eu94qlevcyyd42jfqg438ncnke5ddyz3jrnhlpw0yh9jn5y7c7tpaufua586vs2sxgjx,72.61
addr1qxtmtwt73pl35r537ljk9xu0xz4evmdwzcqpaz75nuqtjt5sjuyxga8tez99uan2kpws62tey7l0x4e3rgulc326zc3slfj38l,72.31
addr1qxdfdyyc526t0ykgtud4wrkwtzj246l5e2mxkqp7g9xmed42edwadrtuakyyqehzg78uqmasqj7fc826a4fe2xrc99gsm36zes,72.30
addr1qyavx8j9rcfxxn9x0h7kya909fcdahglsnzutx6us8lacnkm3sefel3kplxhn7ey2zd8xzyx49zgsgcfflm3cyvamr9stpzlaa,69.20
addr1qx76su5yjte3d0jgx02spczp3jyszd2c9va2pv7t53m6pty3jtwt246phvv6g8dhzx8wxzpfjs7dxx7gs8mkeuzkcafs4pamnp,69.04
addr1qxhw2eq470swvrde0fgdaa0jjjtkyjht678ar5wymygzna809psc8c5mw5c5lvyg8ln62xus74lpvfan8vzk56hlkrqqq24yf2,68.49
addr1qyadpydfu4qzqe2hcaq4p97g8jcpjgke5qse9vf2q683wmf50t5dy537mpfhn7utdw9uvsertcg0zmv5drea8tfz6scqcdlx54,67.16
addr1q9ew749r3u8gh25xmg6wv3h6mpxzj95jc89rvmfvc5ys3puakl4l3fq2ags49vd95vk3aekh530yd8h8wvj3z28wc5lqk6m37v,65.87
addr1qxm5ls50mr6lap3xq2r8x8g8dw4nkl97hqzz63hawq7d2h3vye7f2m3leksa8ee7z3t5ysxzmp969xd7guq602737pqqrpmnjz,65.03
addr1q9t2fphu3knu0ujfparzf5s4ge8he4ug3qwvqduyz86unj34jkjajztxv63xesru6htkwuqlanudmuchuttg48qtdlds908ljl,64.45
addr1q9w2ap6lgj0cyewssfw4t40wreedm2t47xuyafx8lmfuljyn47rj9g9fgce3nq9g7k7krdh9a02klv4rj266d3lf69nqtaxuj8,63.31
addr1q9c439tmwmzdyc72cz9exg24e6cfgcthdpz753pnyr7d2zzvzy0wrqju69x7hg7r45f4p58qw8tg30ctmakwvlkl6rkq78epmd,62.44
addr1qxv9xwyrhq3zfvvqtecf66q0epaat0pghwm5xsxl9da02s9xxxvl02gp59rj26v07xgrhprx2857rd3xjsl0uf3rgpjs3tajtd,60.04
addr1qy0umlfe260el84pkmgzk9dnxqcnlp9yzjear6mmtxw848ps64luxdxc8etemrdn2cyfhd07msr6skctkv4rmejdp8qs9qjtj8,57.52
addr1q8jdt9jxnndae6nkgdvyuewz94qkx8zg999raetks6qjmvnln9d42dsa4dcdx7852g0uu3fc8n27quv5f54aegt3cdyq3r0rp2,56.28
addr1q9jq43jkdcarxzejr4phpf2xhydyljn9d6hx3vycjn3sjsrdtz3ld5ekku6s5wkn7kahyug3sxkgekn0jwe3j84wa66s7msj9v,54.52
addr1qx0s0p3wsflyuh73n0a6m089yve87wwmumwg6lucshx835vvhuwg80822x0j7fp95ed0cvefqlantutxxpj5jgqp06sqmj3dwq,54.13
addr1q88qeky9stht62ghj9ynxzurkceyy6fe70xrhkjwgu0v49p5wjljnf88sj5dagxcrkra68s83q0snhwd87z4ygn32juq5y5rad,53.13
addr1qyte9z8m4rzl9rfa9gp0ukpr3y5qsps0mgpk4e3j4syq3pjta8q3ndexd8mejrdw9fuzxy04379uhk7ju33lxezrczys729278,52.55
addr1qymslgq6x9r6kk8s0tam62chydkuy7ez66gt9lk9355wwxwy0t098xk2ets0c4ch2wyep4u3hlpc88wdle0lzc37neuq7y6mgh,52.00
addr1q9gajekwx4c4h2wj33lwt4ldcs3qmn9kynxuy3c99fyl3q6peu28p708syducwgrd8r4j3s2vv2pnvyjg40dvafe830q0nszjg,51.91
addr1qyem46u9vh6jmqj4r6ugfk8jd0c66l5rrpdqjaepzejrt3zdf7426uygqhm9g2cnfd9umfvfma5zmh0l9gd0zumyyl6s7tgu98,49.61
addr1q8c84v9cl3pke3hun84jy3wpscc5x2gkzj8tdd5fwfku93gfz9scp6srug9v9vyz2fvgm52y5yp25hw24a5x0ssgvt8q906dj0,48.95
addr1qxzlnzupsj47z2adgkd25rd8mq2aygr8wtdxchxnv0k5x3an2puwhfn097ytnk6du50dp27mh570um832ek48gk4dzjsmx60ct,47.49
addr1q907y39z4hlt0a6jp47uahm9xll2xmzzawhw95yqxh0n5shlnaseh98ms72tqf55vqt6j7vjy79v7t0f2y7w3v627nvsdt4g4y,47.25
addr1q88e699w9lwe9v8qxru7yzd9j684esddj53urd2zyerqxwvr2dyv83yyqy8r6kyda0g0jrq8vn2r68aqde0ay8n5clqqg2pnyd,46.89
addr1q8pxl4hzkjz3l7ngulllxjphau8f6dpdccs7mqv7ttngnpjwzzm23m2jc6azt9qucgf8jy4a7hx36dhk6sfkkhqnrlyq6ld6hy,46.77
addr1q8r5ka5pq7num4sucydj49stskkxklunxw38fj7fd90wu5udtjeen0gr9xszx0q4tv4v5hqgfrhtlylkdqdtf7dufdesrdjluz,46.30
addr1qy97aa7sqwhw6lm59yxq0h87xawwp9ngvsefnrmrjfz4t6xctnu47pk5a4h3eu7gszrf9nukadzdu0q2nuker344gzvqg84gcy,45.39
addr1q9pmd0xpavxw8qu8lf3xw2yt0qlamdyclrqsga4vrlm9x02tq70940u5gagt3a0cne3ean6aj4ey0pvgssjycr2wge5s34nx9g,45.38
addr1qydvkrtj3lkwm040zntx5ualycwldzyxlqdfehqpugucqhcm60w7f500y683t8zq9x98ut9e3w340akwhlqj68rf5cyqdsmnaa,45.29
addr1q8lxcgjup43u34r4eyzs9st38xkkwf0fux4799l3m8z9wtuyz7wv0t6xp0eg8n04ms2yr5jj3hwdy5zl33dscycnwldsntp09s,45.00
addr1q8dta84xg389kqpxfa9cmqzwlda8zfw3jahl7gerhnqjl2px025uyfzn98lhjgfun776ge5zvd4vuvvvulz9w0ps3yqqydqgqn,44.89
addr1qyengs6ag4uvjjua88f9ukr82fljy52mu2uuceuy5rw8vf67lttkup5dt7m9el2r4sra3utzl6ydchxxz0az0xamcj5sl2wv3s,44.04
addr1q9hn6sy4rqdf40tfyer8kcmldm0khy63cy67mk7ge6n3d9fv2mct8u2cppfpvvqqcngsku5y6hx25wmxntvzx0tlfvdsfstj36,42.39
addr1q9qvzqelzytxxq0c6fkz3x22r989gfqdq90j9jaupzrephg5hxhj6h8ju8qvv802erm0pp4vs69vclurccvghr2g3hjsnc7cap,41.18
addr1qx7fdrqm2yntnnzfh0pyvg6jxxtsl292kn6xkwzvsuc57y2ktesgg8d5zmkh3eht25es89la20e63xp2tp7aah5z8pgqh808fn,37.64
addr1q9za7cu6hsnzfcm3msfkw0rp7mk79cpz6cu30uq4aer8kwegc849xm0scaf5eswy3zz7v2h5x3kgs2h349ln5uyxc7as3gyz4l,36.17
addr1qxsxj835r4w8zcsgr8rda7zypyc5gsl7n5pkq34x4v9gqkm2jek0p8fkj6a3az59wtgrwkcmhks9vfkvkvf7dt579l0qwd24z2,35.83
addr1q9gwd8cr4em2zkj9vn70495886zp9z2zjd2pawae47y7mumzjszpu9kjmy0scx9urxqx07w5l7p3v5wszkhj2mju0ets77kxxp,34.67
addr1q94036n4jykd2deegfw5z2ppc8dxzzdy2cmgrj0fpcpz80a9j7qfjrwm0mhcp229rmwr85uwhhvf47jjce972lntw0wsltdx4u,34.56
addr1qys72c6wtydpxnmnugcad3szrxc6gx6mlmxxcrkghgk4se6298nglwd8y24daqvd90gt044p88dyp808f863hmxghvhq56lrys,33.46
addr1qyghe0nm57tkmf6670wz0y0tacmfsfyww08lsqhzyg0jvg932au0rxm7ajejz2g5mk8af9gy0pq3fthns5lsqfjkgnys69h2n3,32.62
addr1qyesuvk88jxcp3w6hfvrprqf6099k73tekp33lddlvdg29d0fmm6c98jkmly6xhg7my9a5u4u9vu2h87mftn4n397ayqtq3e9w,31.74
addr1q9ngvavx5dtdcq2czp4wun5zym6ku0yp70gnkkx2dtla5x9shsyt3kgupqrwcrxh9tu8u8xs7mz353nmg9rfgnydz0ksp5uxex,31.49
addr1qywnysusry88uk88ct5naq4eqzj7xkyqsfqgecu2d9uajfkznw005kj8n88z5hqtz7238uatu6zgxcl2vmrhc2rqekxq9ap2dt,31.25
addr1qx88nv4awpeckt8fsn5p7z68gha0xd7wqrny4k0cjug7me2q702flup5n29c7anxy32dhj2k2t6msh6aklnf2m4d05lq8ukh3n,30.02
addr1q88qvemjps6nq8mvuvpchfs47yh8kp8vk23snvxntpygp4h674ymdycnpwzsx2w8h0prl724s4shhxm7fgw7vj0qv9qq0xcu3q,29.93
addr1qyl34kpj4js576uusdy4d2ledlcfdyst7huswdlcvpm7cwkn6hng5se96enfwfzyk8uug6rsgykk6nquxckn3mhryzss7ahr6t,28.70
addr1q88jy7tkw2xnmprns85c27z20z7u40n8k9ff48c8a66dvmyd0jdmxn70x7htmg32ahcrz8fqlzz8c4e375juekh30a7s89g8ur,28.64
addr1q8mqtwwk8ug2kuv223ej8yrern5zfw4xn44nu4ee4e874sghzukmuv9yvc5srxgp0svs3cnqqpzy683u5cyt62u2x7zqc88xcp,28.23
addr1qxxhx74r0u50h693w982fd7pwkjawnlpvrd0gj2ky0dnz6s5lfgj8ctnj8yyc0ldaqvk9c7x0qjq6fwya8kl9h3zl2sqz6cwwf,27.17
addr1q8vmvumz9cxwjsf8fmfrx8wq9nl6fhpwecmrlvjuyn3wnyf3m79rgl6ykpa4p2ll3shfjn46u5k0789ge0f7dc3xwwgq2eayxx,27.11
addr1q8pgywgqtx6n3r3868r6uteu2sw39nc2wvf5npdxk4sa53xq2pzsxa7tfhadz7g4gmajzmj8hrmcc8ngdskfw0x63j2s0m9ws2,27.05
addr1qy6nzaadw8xm6kvjflhze2r6ap05tp263tt9c2f536yv8x9rqtrxd7t5y04gh00uep5rzy9w5x0lg72p6nc8h0g2s4wql4dsfd,26.87
addr1q9wfwutu342m9d0vy38hdgy77pywgq7vw4pggrr4anmlg6m7a6m552q59mvvp5rkrqddhsdtjv5ntcuhdq9w2gy7mcvqetwpvq,26.19
addr1qypxts2j0a6kjltpl2wxp8h99j47msemzyu4c2gh04cwr9zwy8m8lp9kj0t6pztwthwvhskkmjuuv96aqczpcx905arsjdf8hl,25.83
addr1qyh7gsgfkhxhjtrdp6n9049j8zvd9cvp2sp0auvvvaw2dznuer3gxqyqdhk2cjkmt7za7uhuqmvv9549v0mfp8j0sstsgrat6z,25.58
addr1qxvk52dz76kxyhzqge5kkwqn7h9ravfayq45t52sfgjmjzet5gcquguueq8fmdzahqy3grp29lrsgdsfymnfvqlgqstsa9g4c2,25.34
addr1q8dc2kts37msedw8gm57vlqfq50jglvuvf70qwa999jhhjz6qtgvkv7prjuycdfv66ata33sll262ye6442a58pyflxsparump,23.07
addr1qyrglh82f4mc7xuhccszvgugxevtgqtr2vjsx5n42j8putu32m3yapyl5qx65mtxysf93yy934tl74duq426esx23deq9kvhkm,23.04
addr1qyf7k5rzy25q8lm7qqlkc3fte00xuddwapravp6twa3qdq8a4sywynrkmda9asgk7pmwf7qt3srgmm08v428pe87y96sjjj8lz,22.91
addr1qxerh5yqwuctyuz56838fs684xjpl396e3te26zxkxtkdn98337wh0vwmpugmyp9tc3x60z90z9f78qhffq09rd8gpjsv3uhmh,22.75
addr1q9w7sfarjx5nhnragcku2djqzh634xndrgrjmw6sgewney8z8drkk2ntsauxjtsyemvjq28nk5va8h90c7390zpfj2gs84k0nw,22.63
addr1qxw7lmxc5erlk4q6v0msg8254wxptpt748m358egj30tpmk7hamyfq0kfa7au7tlhd9wauh834gmvkrvfdhmjeedzx6qhr9s87,22.39
addr1qxczncasym8lmklevekzevqmg0c5fg0plcj6m6w6npfd0xefnc3xytmzfakkl0gs8xwueazpe964730w6dpfqgr2lm3scvcx20,22.14
addr1qxl80j80eg6ff7qr6uch89mnjmsr48yfe6pzwve7nureukntexz3cv8jajdfm3sav2g7dn5jfl7re0l0spkgypc8su8qua9ujl,22.14
addr1q8mv732d0q7vzqcx6hw6waqsxhxcncurjsuyye6k3gmwh3fglqsfmysp3zzxckzy55mtthfy0kgwy5myaz585xklqghsfvq4ed,20.81
