Address,ADA Value
addr1q8ffehry009t3ffgqu00x298s6644vmkp9quly5t0npax9f8xzy2mxm52dvzff5j8lc7j5ah0cqcj74zpxp7yf55n5ysqfvnww,4.67
addr1qywm2nv7g8alwv74ympzsjtnhas68nrazdp0m3l90ly98kh5wp0zcl7a89a7wne3mxpmaruy0n6h29gmxpp4wmy09uuqykdx20,4.67
addr1q8uuucr439pwt4gh892r60yc6ayjz0uenuzpmfv6wwyael4rk2dwj25kjwlhl0eje0q7pemsu45rpnzaclxnrg32mhrquvpqyk,4.67
addr1q96j40xlp80e6u2yw9vfug6jq324u70d4la6yql2m5fn5v98d7y85dw0ct6yxr50k09pqhrvznvagafssaf58cy2xdtq6fmkju,4.58
addr1q9vzvgydc2ctcsw0pyp2csaxeu4s32hl2rlupuz30qclgld287vskmaj9mh9z8muzx3mz8420w6z3cgmc9uc7vjr37xs82z8k3,4.09
addr1qy2nwxlvlp8xyrrxf32s9h9y6k8vzl5nsunphek848vmw6a72hj42uw5uwzt7uua4j43a3tcqfcd88h7whwxsf4hc2asfjwuhr,3.94
addr1qyhuag520s2za7s4efs84sq3eres65dn0rjldjl9tdghm3e945yxkertxj8hvm3k2g62dnp76u7cz2qsayfc9gqra6vqd2cjrs,3.94
addr1q83f77267j4htwya2y45d5zh4ptkwphju8f8w4rr9dpklp93gyjd22wt4lvvc6m7uptq6alufhpekxux7v86cjnxfltqvlmv4x,3.91
addr1q9lznavzw5lzwd2wwlhhuptc7qxyfrshl8c2qtfj84dk635jtxk20m0ygp0gjplnkcutzuxhm9www9kztc54vlecqqwsalrxsc,3.85
addr1qxf5vmarscyr5sm99d8zcx80x07jzpdrlq5ngfvunde8rfqwyfsxvfyl629mgkz54n78altt809f3cxtd9s0qwpajnrsx9wpvf,3.84
addr1qyl889s2dv2ph8awfnsfhlg7mjmvjnj0897wcq2dtwnc6kj456y3sc3xdtq07528sx6c8x6ttxen3j4hedqx3j9g6vxqwv782d,3.81
addr1q8jd5hdz3qhlt8r9tmza0nrxrez25t0drlswa0jhrycgehtqt2pfqqtkdn660zjwz9ty2lkrv6pd2p4ga2800exzvatqggh4mn,3.79
addr1qx2p806yh3wnwsdd6zvv006hll6sm3tcls04wcngxfnp2j9vw9d6gps0h757l054jhc3ahgmzfmyftk39rh7hchcq2xsh0kuhp,3.69
addr1q9msjfyc9vwf280jqwk0l0jllduzd3ccysmut6mg0hp8v4jgjq9mcd0x40m6s332ntvdstgzrjp97rkfgrt8c0wrmy4qg5q4sl,3.69
addr1qxr2fcw88726mv97rtzq22x4lusxe60c4vn6dr3ajy4xywml0jynhm2sctx807td9gpye6krg2m75c7sr3pdz6v3zk2s3gdwn2,3.67
addr1qx7a749xzgullkx9n0cw9mfjca8d6gmatsvytvzjkuhrvqkhy2qxfz7x528ghxks7u2tjmgpwh6t5qjux2qk3s5qjd3q3e5sd7,3.67
addr1q8hkzzn99qvf060jqxzah0rxpyejz5yl22hyukkh8clvxasmzsxve5cyxcepkqawyg0c4zhv27klegmrcz0xqwrjfpcsy0tmpg,3.67
addr1qygfwq57vefrp8tslpm5fwyk7shdm4vehlj2qza0p02chfn4wu9rsj6hyky6p883zgc6rfs8jaak2y8pt3wnfg5gfq6s5chdqa,3.50
addr1q8v3k4fj0usfk60ldrmxruxc6h0rr9qun9pg99fehew932nnlwtvjwm2dd0r9lnre0t2g4h7fzxcltrdu22ax5m35hcqvzqlld,3.44
addr1qxx0h8a8hhg6jq5lqmctg4e0t4cyx8exvmj5sln6lqx3gdj3fadyueqf9zu9kvk9xmg732rqt0qy9wl0apz5tw6r59sqjqg0au,3.44
addr1qy430y9u92ln4xz2a9t2t2zm5dv7gjqsd085t8922etfstkkxunpxessrj2lyfu4jg5gqsq29nl6vyd93acm86hyg0eqj9pcgj,3.44
addr1q88w8u4gpg42295nlr5h0le8l59rsk8w0kvx8altejgw9tfrlncczdrvsu935rjp2mk60p2a3z7zfcl2s76ljwudpk8sj05eku,3.44
addr1q8s4wxpp2cummmja73s3sjpk4cwqeckdr53d7esgpyam2w8v4rlvgdpydmumw8xsyt839cczsdqmm4ech0v29w3fqsmstxw8wt,3.44
addr1q8msluj7gxy6djy5trme2jk6r3nxqqntnwcxg88wyva7elt0anwawfxls92rh98f3aylkhq7vnkecq6rhpm5c3rwjh7sa82ee7,3.44
addr1qytnnr6jl6fuvq690wx9r560d7f3hu2na04he55adxtse3eunp8nxaaftgcd6vm5lqxk2y9yzfudg5g3vlcef3degdes7msrwe,3.44
addr1q8azd648xqnsqcaty2kzma5c0yyme900y66jqxsv3y6m7w55q5m7zmkyfy0sacapqswtlyn0396vdpz8aupr9k0dayfsz9eejv,3.44
addr1qxfkekgtln7y5aggeu45uegrcjw5w7uvgm9s2y9ljqvxve3arsrw98a3erwudg7krzz7yummqhe2tkw43t7sntea7zxqpzrs79,3.44
addr1qx37hffgelap0z3rdddu732lxzhjf868lzaewmfhtqejcnax53c9tsmmptlaf2lp7cd2pk4ag2ard8hrl9nevywe4yws0fu0wf,3.44
addr1qxe3aj69gvsrxhuyvnch9x6kdfm0pvtkpsakgrxzgamlplhez6scw29pjjt3u7vag8xcs64w5h2n4r67hmny82y7mqzs7tfrkm,3.33
addr1qy4q39xn4zcdwz8j3vrk7ljsh4rrefh4tagz0av3u3wzshag8wry7dkkkq2lp2hukkqssdppp4c67rape5xzp0fuspxq23es9j,3.22
addr1qxs5tpq05gqds4aqsxk8rquudsg85kckzm8exxjtqfjh8d662uesuckklpeh6elk2746ur4vf0enfw4tn95wgj2390nqqd7x9r,3.05
addr1qyayd4ud2ga6e3yua4avju6xuxq9pkxh3spszyrdw9ecemlelr6vp9y5znl4g9gl6hqgcvjuc44k94nd8temm5h68auqzv94xk,3.03
addr1qxx93e82u27ss2ksaaryze5yc3ppssxgn3pp3vvklv575u2s73gnry6hlf2rulsde6tr4r9l7utldmaqyl3e5qgr6hsqjqj4np,2.99
addr1qxpxx5xgkqxm42sw2pzx68hjf3v8n6d3nhv7leyxgnre0n2rq7ll2fcjhuqdrtfdwufjmcx42mtgsgz299gmv74w3w5q6zeyv2,2.95
addr1qxg7xreda3dcqglfq3lu0wtscyymnk5pu0q5v7k02g9ljgjyhs5l43297p7u8k0hkzykwygrfug5kg8fk582jyrvldessfgf4n,2.94
addr1q8ag9v0ssu0h72sxpvg5k9jnaz3w4d8had3nxcd0n4zy4dghjh73k8ayv5g5y82eh24pvd2lg4ama954pezwye8ddpgqwqza5p,2.94
addr1qxskj0zsgq2qw59hczkqkxdalamjguv5qtkv86gn7uyzdcjtezdp6n7djqdqsddrlzwjs0xuqzf4xama9k4kag2vwu0qhf5vez,2.92
addr1qxefxzjq993edf9azcgzggpez7xu9ugdcz4hw9sv9gfxdm9325tea30hhtjnkhg2nzndsqql47lxhx9zyj9qqd20pjnsaf5x08,2.90
addr1qxsdnn332ef5pdp6ngur2k7uc4zehaxg46dxwrnt40xvl24ve3u9nlwtykfyuk9ljxxgnqfhx7ac6xkdtdf7kl3waw7sxz22m9,2.88
addr1qxwm343mwk2pw6qyhun8q9jvmgslyrf2w6yk4x3p6m2chw5mwy3jxetyecqvfrua3fj6f6dxm8chjfsx2y24wsfpnlaqcs4kzs,2.83
addr1qy43wfu8wfw9awfyggn84zh6zf0kfw8j30vcvugvfp083ypxggj42nh9lx8p74zkz5qnfg3rfjx6rghqw3fmhmffq7uqp8uvyh,2.79
addr1q905qrqck0rt0lv93dhpdavvczq555ndz8hzhfsf4wqt2d78srtcer8wrdaghtzhznc3rms8k7k25x5ud6pyqzaw9afsu5sxql,2.71
addr1qyu9pl94atjs5c0wpy2myykxmyltlxmwntnpmu0eac0mz28d7uny86e2cdrlnvwd905rtfre0efgt0esefckk0fqq44s9luva3,2.65
addr1qy2xajpazgqhxfvz37zrhcxe2gclyn2qn53xf9wv3zlq9htytssj2tpqdna97w4epfwfknyf07knefcyq8dluaas09ysanyltl,2.21
addr1q8krz3tag9pltj2l6yewp0dxc35k6g9gpcvmgl7layrrec4vqpvl9jyc58xjpnn9d0r4d0f39x029cc0fj8ufucnvkhsyh7cks,2.12
addr1q9cqg7uwf3c6q370z8ppcucxzzd9d7286nptzrehund4s0qyuzd5vsh7f4fq5ug9slwgwdrcxvqrmzp2vrc5se37eujqh5lvsc,2.12
addr1q8eu233xwx7jhaf5xk82zp8m6hh8tuecxzcwqas6ccpp3pv0xk2ej978w8na4xfzvv240nac0yku8lgu4ctcnfjv20mqql4g8u,2.02
addr1qytfutx7xxs9v8awmlnmla2npx9fms94ls2987msfl5nep9n7qm4k4tz6722f52cjt79398zzps0ly37ffh25v4gmynsyzuyt9,1.98
addr1q8tezjzgfu0t479rx8hnnf2dyx3t9ghzld8qk5f5wff0k2nxva6sa8lkec87u34pca7xdtxsj04t9mcvwczlrmtxzeaqj8sha6,1.97
addr1q9um2aqqlge9jgyeeg9mxg0ajqaat3hmrqf2vzw957wp3sr8kq7cexhu0dnhjvrdnmyfxs7vyjh9eng6t6dlu88pvdgs5rdwdv,1.97
addr1qydnpkhy3ae04fty7ykf9ggk7smuhfedgh3dtcms9qzpve4yqntw4hetmjdw429qjlpqaq6h6xuvzejsmn7k2fp6dprs5m5a0w,1.97
addr1qyux5j7js7qtrg5wk7fv8fsytqgwmlglt2v4ymjmh664ejc8eq34g6h7l4cete389m622eq4384fe95xa8fvmxv2md3sx35j58,1.97
addr1q86q8lqt37e2chzszfm2uwx3xevck494738mntx4lv600fgx9f0mhgrjvrezhaqa30apclp253eshqlw208flt07ryashfgv4q,1.97
addr1qyvm7sle5khtlmp5gm9y6lrsefezsw04cnjmms76hyc43awmqx6zp5nnur0ax9flqe36relggeppqgud77e74wvewgeswfjxlr,1.97
addr1q8zzexkw068z3ugc547x7dse0sdxkv7ggvgserp457grhkg7mpes6crtunkf3jylc06m6klql2wv2n0qnee4kl8v6grs4xp7w6,1.97
addr1qyrja7y5jt629eugx6m48p9xnh54qyp83hsa9lw02x0jz8drc2szleqdk6a7l84qkvpy5fw2nx5ktl7mjj067ld23gtskzcjv4,1.97
addr1qy0hz4dma5ecqwle6zxv0d89vdk45ujv5gvlw0xuhj5tgea0akuv6ntfa2gm4w0r8v8c6p474xdertw2nnrsw4sd3d7qcxnz33,1.94
addr1qygxpmxunvjelzg7tu5euppa0ry98qwagmysvw4zshmkr0kpn8r3l5nmtlmq0337xk9hsp6vu5qv8kkpzuw4g236h73shsxu8r,1.75
addr1q8ahfmmtgx3pgawrrf8n6xtu7ke6acw7ykfg4dcl2reayr2kfav8pve2m2n8x37hacyaqqcla8et9gne62ksphjs796q84lyaw,1.52
addr1q935zn9tkp2cvtwwfyhayzy0558kdg8g99qeg7zamggd4pvj8kgdushrjkdt0dk985kuuk22uqk8v7f69wxfpnffdg0qe6t53a,1.48
addr1q894aukf5c4hpuxr9cuah8cdylhrfrqc8h07khgv2asuy3fsmukzg2zzfc8pn8f0uvks2yxwtearqfxztwe2ahguapxqjskav4,1.48
addr1qxfuk8tu5gavd3vfd2q4srm09906xvlxuvzzwqg7pl5578rwpz2pzqmtecvrk5keghhuvn648d2350hkeng6seurxpus74wluq,1.48
addr1q98z46n278h90zc03ezh80tvxaxqlr73jfl622msc80yuf7s23uzmw63lgsawwthvcc44luety8z4y8dsmlkt9f8spkq0z20vu,1.48
addr1qxzxs48kln3ulpff2s4ra7w956rhsvtlauyx38lcphu95460a46gy3ch77uwszc0d6pjcw8gerpfrxpl94xu2fuws4esu0fylc,1.48
addr1q8pdsjm9p67lhcvxckk6v7kw036ulqgc84p26dhtfu6gj77a7h7er9xv9lt9kgsj4e97f949yytkxj9zgxlfp33vpdzsvm0rr0,1.48
addr1q9f44a04lwhzytg684cvj8xj4w54d4stsa88gnj0e8zjfd9cmz49tuvpkgarx7hlzz2qzccggqe0g8myy4vnf5rfq72qn0fafl,1.23
